symbol,publishedAt,title,description,sentiment,neg,neu,pos,url
HCLTECH,2025-10-22T10:46:45Z,Dubai Islamic Bank forges alliance HCLTech to integrate AI,This partnership is aimed at enhancing the bank's operational capabilities through the scalable application of AI.,neutral,6.268523e-06,0.99999356,9.1572794e-08,https://www.retailbankerinternational.com/news/dubai-islamic-bank-hcltech-ai/
HCLTECH,2025-10-22T00:35:59Z,TCS AI breakout stands out as peers meld AI into existing services models,"As AI clouds over Indian IT services companies, TCS has made a $6.5 billionn-bet on data centres. For perspective, that amount is larger than the revenues of industry no. 5, Tech Mahindra. Infosys, HCLTech and others have taken a calibrated approach. Whose st…",negative,0.9999198,7.3871335e-05,6.284407e-06,https://www.livemint.com/companies/news/tcs-infosys-hcl-tech-wipro-tech-mahindra-ai-strategy-it-services-11760773831998.html
HCLTECH,2025-10-21T12:57:30Z,DIIs Start Samvat 2082 With Rs 607-Crore Net Selling; FPIs Stay Buyers,"The foreign portfolio investors on Tuesday stayed net buyers of Indian shares for the fourth straight session. FPIs bought stocks worth approximately Rs 97 crore, according to provisional data from the National Stock Exchange. The domestic institutional inves…",negative,0.9998425,7.514257e-05,8.2376595e-05,https://www.ndtvprofit.com/markets/diis-start-samvat-2082-with-rs-607-crore-net-selling-fpis-stay-buyers
HCLTECH,2025-10-20T00:30:00Z,Tech majors keep count up despite one outlier,"India’s top IT firms added just under 1,000 jobs in Q2FY26, a sharp slowdown driven by TCS’s major headcount cut. While TCS shed nearly 20,000 roles, others hired over 20,000, focusing on freshers and AI talent. Experts say the industry is reshaping teams to …",negative,0.7795938,0.0028036083,0.2176026,https://economictimes.indiatimes.com/tech/information-tech/tech-majors-keep-count-up-despite-one-outlier/articleshow/124694042.cms
HCLTECH,2025-10-20T00:15:05Z,"India’s top IT firms face FY26 test amid slow growth, AI deflation and visa pain","The big five IT companies had their weakest year in recent memory in FY25, with two reporting revenue declines and overall growth not exceeding 4.5%. Much of this was because of fewer mega deals, low demand for IT work, and geopolitical tensions prompting cli…",positive,2.410637e-07,3.1964044e-06,0.99999654,https://www.livemint.com/industry/infotech/india-top-it-firms-face-fy26-test-amid-slow-growth-ai-deflation-visa-pain-11760774035625.html
HCLTECH,2025-10-18T13:10:00Z,"From Iselin to India: What we learned about tariffs, trade and trust","This Diwali season is different. The 50% tariffs on India are pounding the hundreds of South Asian-themed stores here in New Jersey's “Little India.""",negative,0.9999913,1.4769809e-06,7.303066e-06,https://fortune.com/2025/10/18/trump-tariffs-little-india-new-jersey-iselin-edison-diwali-season/
HCLTECH,2025-10-18T01:30:58Z,Top tech and startup stories this week,Welcome to a new edition of ETtech Unwrapped — our weekend newsletter packed with the most important stories this week. Let's take a look.,negative,0.99139434,0.008577487,2.8142056e-05,https://economictimes.indiatimes.com/tech/newsletters/ettech-unwrapped/top-tech-and-startup-stories-this-week/articleshow/124651471.cms
HCLTECH,2025-10-17T16:13:56Z,Indian IT firms sustain large deal momentum despite weak macroenvironment,Analysts expect ramp-ups in large and mega deals to partially offset slowdowns and seasonality in the second half of FY26,neutral,3.411407e-08,0.9999999,7.3447076e-08,https://www.thehindubusinessline.com/info-tech/indian-it-firms-sustain-large-deal-momentum-despite-weak-macroenvironment/article70176153.ece
HCLTECH,2025-10-17T00:30:00Z,"Infosys beats street, Q2 net rises 13% to Rs 7,364 crore","India's second largest software exporter also narrowed its revenue estimates for the fiscal year by lifting the lower end of the growth guidance, to 2-3% from 1-3% in constant currency, which excludes the impact of currency movements. This is a further improv…",neutral,2.2492063e-06,0.99982953,0.00016822242,https://economictimes.indiatimes.com/tech/information-tech/infosys-beats-street-q2-net-rises-13-to-rs-7364-crore/articleshow/124612450.cms
HCLTECH,2025-10-16T16:18:02Z,"Infosys fares better than expected, steers clear from big-bang AI announcements","TCS and Wipro have seen their revenue decline in the first half of the fiscal year, while HCL Tech, Infosys and Tech Mahindra have seen growth. The decline does not portend well for the former, given that the first half is typically better for Indian IT firms.",neutral,1.4092815e-05,0.99591917,0.004066695,https://www.livemint.com/companies/infosys-fares-better-ai-layoffs-wipro-tcs-jobs-inflation-trump-it-firms-tech-mahindra-hcl-11760622132631.html
HCLTECH,2025-10-16T14:26:23Z,"All IT giants add talent, TCS sits it out","Infosys added 8,203 employees in Q2FY26, its fifth consecutive quarter of headcount addition. Its smaller peer HCLTech, which revised its services revenue growth guidance to 4-5% from 3-5% on Monday, also added 3,489 employees in the September quarter. Tech M…",neutral,0.0014293736,0.998563,7.638361e-06,https://economictimes.indiatimes.com/tech/information-tech/all-it-giants-add-talent-tcs-sits-it-out/articleshow/124607656.cms
HCLTECH,2025-10-16T13:26:59Z,Infosys lifts growth floor amid steady deal wins,"Investing.com -- Infosys raised the lower end of its annual revenue guide as it reported a small top-line beat in the September quarter, helped by steady...",neutral,2.6797684e-09,1.0,8.023274e-10,https://finance.yahoo.com/news/infosys-lifts-growth-floor-amid-132659811.html
HCLTECH,2025-10-16T10:50:52Z,India's Infosys narrows annual revenue growth forecast,BENGALURU :India's second-largest IT services exporter Infosys on Thursday raised the lower end of its annual revenue growth forecast after second-quarter revenue beat estimates on strong performance in financial services and manufacturing.Consolidated sales …,neutral,2.9362236e-06,0.999997,4.676704e-08,https://www.channelnewsasia.com/business/indias-infosys-narrows-annual-revenue-growth-forecast-5406406
HCLTECH,2025-10-16T10:24:00Z,India's Wipro beats second-quarter revenue view,"BENGALURU (Reuters) -India's Wipro reported stronger-than-expected second-quarter revenue on Thursday, driven by strong growth in Asia and Americas...",neutral,2.8813563e-09,1.0,1.2493305e-09,https://finance.yahoo.com/news/indias-wipro-beats-second-quarter-102400943.html
HCLTECH,2025-10-16T00:58:33Z,HCLTech Interim Dividend: Last Day To Buy Shares To Qualify,"HCLTech Ltd. will be of interest on Thursday, as it marks the last session for investors to buy shares to qualify for receiving the interim dividend before the stock goes ex/record-date.",negative,0.9998882,0.00010898303,2.826249e-06,https://www.ndtvprofit.com/markets/hcltech-interim-dividend-last-day-to-buy-shares-to-qualify
HCLTECH,2025-10-15T11:00:31Z,"Deloitte Leads Among Large Integrators, KLAS Finds","In its first look at large system integrators serving U.S. health systems, KLAS reports that Deloitte leads on customer satisfaction while peers show mixed performance, with cost control the dominant driver of outsourcing. The market remains nascent and sampl…",positive,0.17570476,0.0077849776,0.8165102,https://healthsystemcio.com/2025/10/15/deloitte-leads-among-large-integrators-klas-finds/
HCLTECH,2025-10-15T09:02:25Z,"Connected Products Are Hard – Key Insights From The Forrester Wave™: Connected Product Engineering Services, Q4 2025","Connected products are everywhere these days, from consumer goods and automotive to industrial automation and healthcare. But, as I’m sure you’ve noticed, far too many of them offer a poor experience to their unfortunate users. A connected product requires ph…",positive,9.505419e-06,2.118547e-07,0.9999902,https://www.forrester.com/blogs/connected-products-are-hard-key-insights-from-the-forrester-wave-connected-product-engineering-services-q4-2025/
HCLTECH,2025-10-15T02:49:30Z,"Tech Mahindra shares in focus as Q2 PAT falls 4% YoY. Should you buy, sell or hold?","Tech Mahindra's Q2FY26 results are out. Net profit dipped year-on-year, but revenue saw an increase. Earnings Before Interest and Taxes showed strong growth. Brokerage firms have shared their views. Goldman Sachs, Morgan Stanley, and Nuvama have issued rating…",neutral,0.012138021,0.9878423,1.9721923e-05,https://economictimes.indiatimes.com/markets/stocks/news/tech-mahindra-shares-in-focus-as-q2-pat-falls-4-yoy-should-you-buy-sell-or-hold/articleshow/124566210.cms
HCLTECH,2025-10-14T16:26:10Z,"Tech Mahindra posts modest revenue growth, but margins hit new high","The Pune-based IT services company reported $1.59 billion in revenue for the July-September period, up 1.4% sequentially but down 0.2% on a yearly basis. Most of the growth came from manufacturers, which made up three-fifths of the company’s incremental reven…",neutral,0.00086376286,0.84577316,0.15336306,https://www.livemint.com/companies/tech-mahindra-q2-results-revenue-fy25-information-technology-sector-growth-software-services-11760451630902.html
HCLTECH,2025-10-14T06:13:11Z,HCLTech Q2 Review: AI Led Growth Drives Record Win And Margin Momentum; IDBI Capital Upgrades Stock To 'Buy',"HCLTech Ltd. delivered a resilient Q2 FY26 performance, registering a 2.4%/4.6% QoQ/YoY revenue expansion in CC term, underpinned by broad-based momentum across IT, Business, and Engineering Services. Operating margin strengthened to 17.5%, reflecting improve…",neutral,1.0799647e-09,1.0,3.0601228e-09,https://www.ndtvprofit.com/research-reports/hcltech-q2-review-ai-led-growth-drives-record-win-and-margin-momentum-idbi-capital-upgrades-stock-to-buy
HCLTECH,2025-10-14T06:01:16Z,HCLTech Q2 Results Review: HDFC Securities Maintains 'Buy' But Trims Target Price - Here's Why,"HCLTech Ltd. delivered revenue growth ahead of expectations at +2.4% QoQ CC, with margins in line with estimates. The revenue growth was driven by strong IT Services (+2.6% QoQ CC) and ER&D (+2.2% QoQ CC), while the Software segment was muted with +0.5% QoQ C…",neutral,1.1747219e-08,1.0,1.8422751e-09,https://www.ndtvprofit.com/research-reports/hcltech-q2-results-review-hdfc-securities-maintains-buy-but-trims-target-price-heres-why
HCLTECH,2025-10-14T05:09:44Z,"HCLTech Q2 Review: Revenue, Margin Beat; GenAI Leads The Way - Yes Securities Upgrades Stock To 'Add'","HCLTech Ltd. reported its Q2 FY26 results beating consensus on both revenue (1.5% beat) and Ebit margin (40 bps) despite having ~55bps margin headwinds from restructuring. 

Growth was led by BFSI and technology and services verticals as large deal continue t…",neutral,2.9597016e-08,1.0,1.2108856e-09,https://www.ndtvprofit.com/research-reports/hcltech-q2-review-revenue-margin-beat-genai-leads-the-way-yes-securities-upgrades-stock-to-add
HCLTECH,2025-10-14T04:20:36Z,HCLTech Shares Upgraded To 'Add' By Dolat Capital Post Inline Q2 Results - Check Target Price,"HCLTech Ltd. reported rev of $3,644 million, up 2.4% QoQ in constant currency (in-line) driven by modest recovery in select verticals. The IT/ER&D/Software biz. saw positive sequential movement of 2.6%/2.2%/0.5% QoQ. Management indicated no material change in…",neutral,3.3217418e-06,0.99999666,4.7739924e-08,https://www.ndtvprofit.com/research-reports/hcltech-shares-upgraded-to-add-by-dolat-capital-post-inline-q2-results-check-target-price
HCLTECH,2025-10-14T04:08:53Z,HCLTech Share Price Spikes After Company Posts Q2 Results,"HCLTech Ltd.’s share price rose nearly 3% on Tuesday after the company reported a 5.2% year-on-year increase in revenue, reaching Rs 31,942 crore, slightly above the estimated Rs 31,472 crore. Net profit rose 10% to Rs 4,235 crore, nearly matching the project…",neutral,7.8574914e-07,0.99999905,6.025131e-08,https://www.ndtvprofit.com/markets/hcltech-share-price-spikes-after-company-posts-q2-results
HCLTECH,2025-10-14T03:57:00Z,"Sensex climbs 200 pts, Nifty above 25,250 as rally in IT stocks, soft inflation lift mood","Indian stock markets, Sensex and Nifty, opened higher on Tuesday, driven by strong IT sector performance following HCLTech's positive quarterly earnings. Easing retail inflation further bolstered market sentiment, increasing anticipation of a potential Reserv…",neutral,6.6552115e-09,1.0,4.5343067e-09,https://economictimes.indiatimes.com/markets/stocks/news/sensex-climbs-200-pts-nifty-above-25250-as-rally-in-it-stocks-soft-inflation-lift-mood/articleshow/124542784.cms
HCLTECH,2025-10-14T03:44:43Z,HCLTech Q2 Results Review - Strong Bookings Underpin Revenue Visibility Says Systematix Maintaining 'Hold',"HCLTech Ltd. delivered a strong Q2 FY26 performance, with revenue growing 2.4% QoQ in constant currency and 2.8% in USD, ahead of expectations. HCLTech raised the lower end of its FY26 services revenue growth guidance to 4–5% (from 3–5%), reflecting steady mo…",neutral,3.1759793e-09,1.0,1.451531e-09,https://www.ndtvprofit.com/research-reports/hcltech-q2-results-review-strong-bookings-underpin-revenue-visibility-says-systematix-maintaining-hold
HCLTECH,2025-10-14T03:10:27Z,"Q2 Results Live Today: Tech Mahindra, ICICIGI, Persistent Systems, Bank of Maharashtra, IREDA, Leela Palaces, Cyient DLM to announce Q2 results, HCL Tech, Anand Rathi Wealth, Just Dial shares in focus","Q2 Results 14th October 2025 live updates: Find all the latest Q2 results 2025 updates of Tech Mahindra, ICICI Lombard General Insurance Company, Automobile Corp of Goa, Persistent Systems, Bank of Maharashtra, Indian Renewable Energy Development Agency, Leel…",negative,0.99992704,7.100538e-05,1.934475e-06,https://www.thehindubusinessline.com/markets/stock-markets/q2-results-live-updates-tech-mahindra-icicigi-automobile-corp-of-goa-persistent-systems-bank-of-maharashtra-ireda-leela-palaces-cyient-dlm-hcl-tech-anand-rathi-just-dial-14-october-2025/article70158345.ece
HCLTECH,2025-10-14T02:53:08Z,"HCLTech Q2 Results Review - Motilal Oswal Maintains 'Buy' Post A Standout Quarter, Sees 20% Potential Upside","HCLTech Ltd. reported Q2 FY26 revenue of $3.6 billion, up 2.4% QoQ constant currency vs our estimate of 1.7% QoQ CC growth. Ebit margin came in at 17.4% vs our estimate of 16.8%. New deal total contract value stood at $2.6 billion (up 15.8% YoY) in Q2 FY26. 
…",neutral,7.793446e-07,0.99999917,3.918669e-08,https://www.ndtvprofit.com/research-reports/hcltech-q2-results-review-motilal-oswal-maintains-buy-post-a-standout-quarter-sees-20-potential-upside
HCLTECH,2025-10-14T02:06:15Z,"HCL Tech Q2 net profit flat at Rs 4,235 crore","India Business News: MUMBAI: HCLTech on Monday reported a flat consolidated net profit of Rs 4,235 crore for the quarter ended on September 30, 2025.On a sequential basis,.",negative,0.9970607,0.00051965564,0.0024195553,https://timesofindia.indiatimes.com/business/india-business/hcl-tech-q2-net-profit-flat-at-rs-4235-crore/articleshow/124541330.cms
HCLTECH,2025-10-14T01:30:00Z,"Stocks To Watch Today: HCLTech, Tech Mahindra, RBL Bank, Persistent Systems, LG Electronics And More","HCL Technologies Ltd., Tech Mahindra Ltd., Persistent Systems Ltd., ICICI Lombard General Insurance Company and RBL Bank Ltd. are some of the stocks that will catch investors' attention on Monday.",negative,0.9999622,5.182629e-06,3.2693617e-05,https://www.ndtvprofit.com/markets/stocks-to-watch-today-hcltech-tech-mahindra-rbl-bank-persistent-systems-lg-electronics-and-more
HCLTECH,2025-10-14T00:42:47Z,"HCLTech revenue up 10.7% in Q2, rakes in $100m from AI alone","HCLTech reported a flat second-quarter net profit despite revenue beating estimates, driven by strong ER&D services and AI-related revenue crossing $100 million. The company revised its services revenue growth guidance upwards and plans annual salary incremen…",neutral,2.0667565e-08,1.0,5.9371557e-09,https://economictimes.indiatimes.com/markets/stocks/earnings/hcltech-revenue-up-10-7-in-q2-rakes-in-100m-from-ai-alone/articleshow/124540764.cms
HCLTECH,2025-10-14T00:30:36Z,Can HCLTech sustain its revenue momentum after a strong September quarter?,"HCLTech's September quarter revenue grew better than anticipated, marking a return to sequential growth. Profit growth met expectations. The company is focusing on AI services and intellectual property. New deal wins showed strong momentum, particularly in sm…",neutral,1.9071646e-09,1.0,8.107627e-09,https://economictimes.indiatimes.com/markets/stocks/earnings/can-hcltech-sustain-its-revenue-momentum-after-a-strong-september-quarter/articleshow/124540705.cms
HCLTECH,2025-10-14T00:30:00Z,"HCLTech revenue up 10.7% in Q2, rakes in $100 million from AI alone","The company reported a net profit of Rs 4,235 crore on revenue of Rs 31,942 crore for the quarter ended September 30. Estimates in an ET poll of analysts ranged Rs 4,136-4,491 crore for net profit and Rs 31,252-31,603 crore for revenue. In a first for an Indi…",neutral,0.0071125375,0.9928757,1.18208345e-05,https://economictimes.indiatimes.com/tech/information-tech/hcltech-revenue-up-10-7-in-q2-rakes-in-100-million-from-ai-alone/articleshow/124535659.cms
HCLTECH,2025-10-13T18:17:06Z,HCLTech Delivers Robust Performance in Q2FY26 with Revenue Growth of 4.6%,"Deal wins at $2.6B; Advanced AI revenue crosses $100m NEW YORK & NOIDA, India — HCLTech, a leading global technology company, reported 4.6% YOY revenue growth in constant currency (CC) for the quarter ended September 30, 2025. USD revenue was at $3.6 billion,…",neutral,6.2981464e-08,0.9999999,3.3832437e-09,https://financialpost.com/pmn/business-wire-news-releases-pmn/hcltech-delivers-robust-performance-in-q2fy26-with-revenue-growth-of-4-6
HCLTECH,2025-10-13T16:09:15Z,"HCLTech reports fastest Q2 growth in five years, calls AI revenue in a first","HCL Technologies Ltd reported a strong second-quarter performance with a 2.8% sequential revenue growth to $3.64 billion, surpassing estimates. The company also marked revenue from AI, contributing $100 million. HCLTech's net profit rose 8% to $486 million.",neutral,4.1847588e-09,1.0,6.016302e-09,https://www.livemint.com/companies/hcltech-reports-fastest-q2-growth-in-five-years-calls-ai-revenue-in-a-first-11760365179969.html
HCLTECH,2025-10-13T16:01:32Z,HCLTech rolls out salary hike after Q2 results,"The increments, which will be effective from this month, will be of the order of about 7%. Earlier, the IT major reported a profit after tax of Rs 4,235 crore, unchanged from the year-ago period. The PAT figure is in line with the Street's expectations of Rs …",negative,0.9999504,7.990212e-06,4.1604308e-05,https://economictimes.indiatimes.com/tech/information-tech/hcltech-rolls-out-salary-hike-after-q2-results/articleshow/124531644.cms
HCLTECH,2025-10-13T14:58:49Z,"HCLTech reports steady Q2 performance amid auto sector slowdown; AI, new bookings drive growth","HCLTechn reports steady Q2 performance with strong demand for AI solutions, revenue growth, and new bookings.",neutral,1.8535503e-09,1.0,2.5461124e-09,https://www.thehindubusinessline.com/companies/hcltech-reports-steady-q2-performance-amid-auto-sector-slowdown-ai-new-bookings-drive-growth/article70159482.ece
HCLTECH,2025-10-13T14:58:49Z,"HCLTech reports steady Q2 performance amid auto sector slowdown; AI, new bookings drive growth","HCLTechn reports steady Q2 performance with strong demand for AI solutions, revenue growth, and new bookings.",neutral,1.8535503e-09,1.0,2.5461124e-09,https://www.thehindubusinessline.com/info-tech/hcltech-reports-steady-q2-performance-amid-auto-sector-slowdown-ai-new-bookings-drive-growth/article70159482.ece
HCLTECH,2025-10-13T13:25:10Z,HCLTech's lukewarm results; ED's deal for Flipkart,HCLTech reported flat net profit in July-September quarter but an 11% bump in revenue. This and more in today's ETtech Top 5.,neutral,1.7099324e-05,0.9999765,6.41779e-06,https://economictimes.indiatimes.com/tech/newsletters/tech-top-5/hcltechs-lukewarm-results-eds-deal-for-flipkart/articleshow/124528465.cms
HCLTECH,2025-10-13T12:39:36Z,"HCLTech Announces Rs 12 Dividend - Check Record Date, Other Details","HCL Technologies Ltd. announced its second interim dividend of Rs 12 on Monday after declaring its second-quarter earnings for fiscal 2026, according to an exchange filing from the company.",negative,0.9998023,0.00019384091,3.8899598e-06,https://www.ndtvprofit.com/markets/hcltech-announces-rs-12-dividend-check-record-date-other-details
HCLTECH,2025-10-13T12:34:30Z,"HCLTech Q2 results: Net profit flat at Rs 4,235 crore; IT firm declares Rs 12 interim dividend","HCLTech has retained its full year revenue growth guidance for FY26 at 3-5 percent YoY in constant currency, while operating margin is expected to be in 17-18 percent range for the full year.",negative,0.99511516,0.0048738886,1.0970746e-05,https://www.moneycontrol.com/news/business/earnings/hcltech-q2-results-net-profit-flat-at-rs-4-235-crore-it-firm-declares-rs-12-interim-dividend-13613309.html
HCLTECH,2025-10-13T12:28:44Z,HCL Tech announces 91st straight quarterly dividend at Rs 12 per share as Q2 profit holds steady,"HCLTech announced an interim dividend of Rs 12 per share, its 91st consecutive payout, alongside steady Q2 FY26 revenue growth of 11% YoY. While net income remained flat year-on-year, operating profit rose to Rs 5,550 crore. The company highlighted strong exe…",neutral,2.696793e-08,1.0,8.529616e-09,https://economictimes.indiatimes.com/markets/stocks/earnings/hcl-tech-announces-91st-straight-quarterly-dividend-at-rs-12-per-share-as-q2-profit-holds-steady/articleshow/124527382.cms
HCLTECH,2025-10-13T12:14:42Z,"HCLTech Q2 Results: Profit Rises 10%, Meets Estimates","HCLTech Ltd. for the July-September period posted a 10.2% rise on a sequential basis, meeting analysts estimates.",neutral,3.4260072e-08,1.0,8.867435e-09,https://www.ndtvprofit.com/quarterly-earnings/hcltech-q2-results-profit-rises-10-meets-estimates
HCLTECH,2025-10-13T08:12:42Z,"TCS cutting dependence on H-1B visa, hiring more locally: CEO Krithivasan","Tata Consultancy Services is reducing its reliance on H-1B visas for US operations, with CEO K Krithivasan stating a significant drop in fresh applications. This strategic shift aims to foster local hiring and aligns with a broader workforce transformation. T…",negative,0.9270891,0.021792978,0.051117927,https://economictimes.indiatimes.com/tech/information-tech/tcs-cutting-dependence-on-h-1b-visa-hiring-more-locally-ceo-krithivasan/articleshow/124521437.cms
HCLTECH,2025-10-13T03:11:08Z,"Q2 Results Highlights Today: HCL Tech, Anand Rathi Wealth, Just Dial Q2 results today, DMart, Waaree Renewable shares in focus","Q2 Results 13th October, 2025 highlights: Find all the latest Q2 results 2025 updates of HCL Technologies, Anand Rathi Wealth, Just Dial, Indo Thai Securities, SG FINSERVE, Den Networks, Lotus Chocolate Company, Indbank Merchant Banking Services, Gujarat Hote…",negative,0.9998679,0.00013182795,2.196772e-07,https://www.thehindubusinessline.com/markets/stock-markets/q2-results-highlights-hcl-technologies-anand-rathi-wealth-just-dial-indo-thai-securities-den-networks-lotus-chocolate-company-dmart-waaree-13-october-2025/article70157209.ece
HCLTECH,2025-10-12T16:58:00Z,"HCLTech Q2 Margin Seen Improving; H-1B Visa Fee, Deal Wins In Focus","HCL Q2 Results Preview: Analysts expect HCLTech's Q2 FY26 margin to rise to 16.47% on improved growth and deal momentum, while the H-1B visa fee and FY26 guidance remain in focus.",neutral,5.7939604e-09,1.0,1.6894028e-09,https://www.ndtvprofit.com/quarterly-earnings/hcltech-q2-results-preview-margin-fy26-guidance-h1b-visa-deals
HCLTECH,2025-10-11T06:36:26Z,"Q2 Results Next Week: RIL, HDFC Bank, Ireda, Infosys, Nestle India, IDFC First Bank, Others To Post Earnings",A total of 212 companies are set to declare the results for the second quarter of FY26 next week. Investors and analysts will be studying these results to understand how the companies performed in the July-September quarter. Big names that are scheduled to an…,negative,0.9999994,1.0585414e-07,4.4809866e-07,https://www.ndtvprofit.com/quarterly-earnings/q2-results-next-week-ril-hdfc-bank-ireda-infosys-nestle-india-idfc-first-bank-others-to-post-earnings
